city,state,price,year,make,model,condition,cylinders,fuel,odometer,title,transmission,drive,size,type,color,lat,long
green bay,WI,12000,2012,ford,explorer,excellent,6 cylinders,gas,130110,clean,automatic,4wd,full-size,SUV,grey,44.4737,-88.06308
inland empire,CA,3200,2006,toyota,camry xle v6,excellent,6 cylinders,gas,231600,clean,automatic,fwd,full-size,sedan,silver,33.7967,-116.9324
North Windham,ME,24990,2007,ram,3500,good,6 cylinders,diesel,46653,clean,manual,4wd,full-size,truck,white,40.468826,-74.281734
lexington,KY,15980,2014,buick,encore,excellent,4 cylinders,gas,77222,clean,automatic,fwd,full-size,SUV,red,37.911918,-84.559276
macon ,GA,6500,2012,dodge,avenger,excellent,6 cylinders,gas,105300,clean,automatic,fwd,sub-compact,sedan,blue,32.312265999999994,-83.77253499999999
ventura county,CA,28995,2012,jeep,wrangler,excellent,6 cylinders,gas,81806,clean,automatic,4wd,full-size,SUV,white,34.189893,-119.177458
nashville,TN,9450,2010,hyundai,genesis,good,6 cylinders,gas,107984,clean,automatic,rwd,compact,coupe,black,36.069778,-86.721117
wausau,WI,4495,2006,honda,accord lx,excellent,4 cylinders,gas,152395,clean,automatic,fwd,mid-size,sedan,grey,44.0656,-89.2666
albuquerque,NM,9995,2016,ford,escape,excellent,4 cylinders,gas,106586,clean,automatic,fwd,full-size,SUV,white,33.624704,-112.013697
mankato,MN,990,2000,chrysler,town and country,fair,6 cylinders,gas,133500,clean,automatic,fwd,mid-size,mini-van,white,44.292507,-93.269913
birmingham,AL,22900,2014,gmc,sierra 1500,good,8 cylinders,gas,126027,clean,automatic,rwd,full-size,truck,white,31.316064,-89.43711400000001
greenville ,SC,8990,2012,volkswagen,beetle turbo,excellent,4 cylinders,gas,87000,clean,automatic,fwd,compact,hatchback,red,35.001982,-81.949239
monroe,LA,0,2008,ford,ranger xlt,good,6 cylinders,gas,151510,clean,manual,rwd,mid-size,pickup,brown,33.211684000000005,-92.656717
montgomery,AL,10950,2005,chevrolet,silvera 2500hd lt 4x4,good,8 cylinders,diesel,288788,clean,automatic,4wd,full-size,pickup,silver,32.466914,-86.452158
buffalo,NY,13999,2005,ford,f250,excellent,8 cylinders,diesel,145126,clean,automatic,4wd,full-size,pickup,black,41.575218,-81.551502
buffalo,NY,7999,2008,chevrolet,express,good,8 cylinders,gas,126000,clean,automatic,rwd,full-size,van,white,43.222625,-77.838099
des moines,IA,28995,2013,chevrolet,silverado 2500hd 4x4 gas,excellent,8 cylinders,gas,98378,clean,automatic,4wd,compact,pickup,silver,41.600615000000005,-93.501522
central michigan,MI,24995,2014,chevrolet,silverado 1500,excellent,8 cylinders,gas,51076,clean,automatic,4wd,mid-size,truck,blue,43.61176,-84.75844000000001
baltimore,MD,15000,2006,ford,f350 super duty,good,8 cylinders,diesel,251579,clean,automatic,4wd,full-size,pickup,white,39.309038,-76.535691
rochester,NY,24338,2010,chevrolet,silverado 2500hd lt,excellent,8 cylinders,diesel,149891,clean,automatic,4wd,full-size,pickup,silver,43.223176,-77.844757
buffalo,NY,28999,2011,ram,3500,excellent,6 cylinders,diesel,167617,clean,manual,4wd,full-size,pickup,silver,41.575218,-81.551502
indianapolis,IN,13989,2016,mazda,6,good,4 cylinders,gas,50329,clean,automatic,fwd,full-size,sedan,blue,40.032928999999996,-86.012107
spokane ,WA,10495,2014,volkswagen,passat 1.8t tsi se pz,like new,4 cylinders,gas,95965,clean,automatic,fwd,compact,sedan,white,47.6568,-117.28873899999999
hickory ,NC,6350,2005,acura,tsx,excellent,4 cylinders,gas,126862,clean,automatic,4wd,mid-size,sedan,silver,35.704743,-81.220091
corvallis,OR,0,2011,toyota,tacoma,excellent,4 cylinders,gas,70974,clean,automatic,rwd,compact,truck,red,44.6487,-124.0509
tyler ,TX,11500,2003,ford,f250sd crew cab,excellent,8 cylinders,diesel,299411,clean,automatic,4wd,full-size,truck,grey,32.787839,-97.28161800000001
fargo ,MN,6950,2012,dodge,journey,good,6 cylinders,gas,187629,clean,automatic,4wd,full-size,SUV,black,46.876465,-96.762294
detroit metro,MI,3850,2002,toyota,sequoia,good,8 cylinders,gas,255000,clean,automatic,4wd,full-size,SUV,grey,42.302389,-83.31049200000001
huntsville ,AL,16495,2018,nissan,altima,good,4 cylinders,gas,41378,clean,other,4wd,compact,sedan,grey,34.560468,-86.993335
okaloosa ,FL,13900,2018,kia,rio,like new,4 cylinders,gas,6725,clean,automatic,fwd,compact,sedan,white,30.407598999999998,-86.870356
jacksonville,FL,5990,2010,gmc,canyon,excellent,4 cylinders,gas,81358,clean,automatic,rwd,sub-compact,truck,white,30.298567,-81.641649
Colchester,VT,5500,2009,toyota,prius hatchback,good,4 cylinders,hybrid,153534,clean,automatic,fwd,mid-size,hatchback,black,44.576509,-73.15858100000001
watertown,NY,6000,2009,dodge,journey,excellent,6 cylinders,gas,134531,clean,automatic,4wd,mid-size,SUV,silver,43.204762,-75.440834
yuma,AZ,0,2018,gmc,sierra 1500,excellent,8 cylinders,gas,16315,clean,automatic,4wd,mid-size,truck,white,32.716,-115.66765
fargo ,MN,11000,2011,gmc,savana,like new,6 cylinders,gas,66900,clean,automatic,rwd,full-size,van,white,46.8564,-96.8123
portland,OR,2995,2003,honda,civic,good,4 cylinders,gas,169515,clean,automatic,fwd,full-size,sedan,black,45.555001000000004,-122.522602
battle creek,MI,4900,2005,toyota,rav4,good,4 cylinders,gas,286382,clean,automatic,4wd,mid-size,SUV,silver,42.2948,-85.4237
salem,OR,6495,2007,ford,edge sel,good,6 cylinders,gas,133200,clean,automatic,fwd,mid-size,SUV,silver,44.925858000000005,-122.98310500000001
visalia,CA,0,2015,dodge,charger r/t,excellent,8 cylinders,gas,78564,clean,automatic,rwd,full-size,sedan,white,36.32725,-119.276729
southeast IA,IA,6990,2008,acura,tl,excellent,6 cylinders,gas,92346,clean,automatic,fwd,full-size,sedan,grey,41.0039,-91.9576
sarasota,FL,17900,2012,ford,f-150,excellent,6 cylinders,gas,83476,clean,automatic,rwd,full-size,truck,red,27.481331,-82.571899
muskegon,MI,6495,2011,honda,crv ex,good,4 cylinders,gas,181218,clean,automatic,4wd,mid-size,SUV,red,43.304814,-86.38746400000001
bend,OR,19990,2012,lincoln,mkx,good,6 cylinders,gas,65556,clean,automatic,4wd,full-size,SUV,silver,44.257021,-121.180231
charlotte,NC,9500,2015,ford,fusion,like new,4 cylinders,gas,102242,clean,automatic,fwd,mid-size,sedan,white,35.724484999999994,-80.46441800000001
milwaukee,WI,20990,2012,chevrolet,silverado 1500,excellent,8 cylinders,gas,61114,clean,automatic,4wd,full-size,truck,grey,42.946195,-88.047554
jackson,MS,9990,2013,honda,fit sport,like new,4 cylinders,gas,107493,clean,automatic,fwd,mid-size,sedan,silver,31.9933,-90.3744
detroit metro,MI,31695,2017,ford,f-150,excellent,6 cylinders,gas,21047,clean,automatic,4wd,mid-size,truck,blue,42.58998,-83.03095
salem,OR,13495,2011,bmw,3-series,excellent,6 cylinders,gas,82305,clean,automatic,rwd,compact,sedan,black,45.513983,-122.579225
klamath falls,OR,18500,2008,ford,super duty f-250,excellent,8 cylinders,diesel,152000,clean,automatic,4wd,full-size,pickup,silver,44.053757,-121.302076
charlotte,NC,18400,2013,acura,rdx,excellent,6 cylinders,gas,41636,clean,automatic,4wd,full-size,SUV,custom,35.081194,-80.730261
sarasota,FL,3950,2010,volkswagen,jetta,good,4 cylinders,gas,97896,clean,automatic,fwd,compact,sedan,grey,27.4841,-82.5834
des moines,IA,14595,2017,dodge,journey se sport utility,excellent,4 cylinders,gas,52048,clean,automatic,fwd,mid-size,SUV,black,41.600615000000005,-93.501522
salem,OR,9550,2011,lincoln,town car,excellent,8 cylinders,gas,100060,clean,automatic,rwd,full-size,sedan,black,44.9039,-123.0445
pittsburgh,PA,4450,2006,audi,a6 3.2 quattro,like new,6 cylinders,gas,127319,clean,automatic,4wd,mid-size,sedan,blue,40.472749,-79.848276
bakersfield,CA,30800,2013,jeep,wrangler unlimited rubicon,excellent,6 cylinders,gas,74388,clean,automatic,4wd,mid-size,SUV,black,35.348834000000004,-119.127424
des moines,IA,6950,2009,toyota,corolla xrs,good,4 cylinders,gas,88000,clean,automatic,fwd,mid-size,sedan,silver,41.6862,-93.9707
topeka,KS,18995,2010,toyota,sequoia,good,8 cylinders,gas,150400,clean,automatic,4wd,full-size,SUV,white,39.008353,-95.68225799999999
columbus,GA,28950,2015,ram,1500 slt,like new,6 cylinders,gas,35844,clean,automatic,4wd,full-size,pickup,blue,30.2933,-81.5092
Honolulu,HI,10500,2011,honda,crv,excellent,4 cylinders,gas,101788,clean,automatic,fwd,compact,SUV,grey,21.974012,-159.365509
las vegas,NV,8500,2006,toyota,tacoma,good,4 cylinders,gas,174000,clean,manual,rwd,mid-size,truck,white,36.0588,-115.3104
treasure coast,FL,6999,2008,nissan,pathfinder le,excellent,6 cylinders,gas,154800,clean,automatic,fwd,full-size,SUV,grey,26.7832,-80.0638
space coast,FL,6999,2003,ford,explorer,excellent,8 cylinders,gas,143570,clean,automatic,rwd,full-size,SUV,blue,28.5996,-80.808327
stockton,CA,0,2018,toyota,4runner,excellent,6 cylinders,gas,37847,clean,automatic,rwd,mid-size,SUV,silver,38.02017,-121.28675
kansas city,MO,8000,2007,ford,explorer sport track,excellent,6 cylinders,gas,195000,clean,automatic,4wd,mid-size,truck,silver,38.944,-94.2881
baltimore,MD,6000,2012,nissan,altima,good,4 cylinders,gas,105000,clean,automatic,fwd,full-size,sedan,brown,39.055492,-77.124507
treasure coast,FL,8900,2008,audi,q7,excellent,6 cylinders,gas,101962,clean,automatic,4wd,full-size,SUV,custom,27.1968,-80.2538
new orleans,LA,9988,2010,ford,f-150,good,8 cylinders,gas,188000,clean,automatic,4wd,full-size,truck,black,30.520244,-89.647288
wausau,WI,11980,2011,honda,pilot,good,6 cylinders,gas,136796,clean,automatic,4wd,full-size,SUV,grey,44.5212,-89.5588
orlando,FL,7450,2010,chevrolet,colorado,excellent,4 cylinders,gas,83737,clean,automatic,rwd,mid-size,truck,white,28.859044,-81.904409
birmingham,AL,10000,2012,dodge,charger r/t,like new,8 cylinders,gas,111000,rebuilt,automatic,rwd,full-size,sedan,white,36.1379,-86.741
reno ,NV,6000,2002,jeep,grand cherokee,like new,8 cylinders,gas,158000,clean,automatic,4wd,full-size,SUV,silver,39.547601,-119.887332
ann arbor,MI,14995,2016,gmc,terrain,excellent,6 cylinders,gas,71797,clean,automatic,fwd,mid-size,SUV,black,42.59142,-83.031
ithaca,NY,18995,2012,toyota,tundra 4wd truck,excellent,8 cylinders,gas,121094,clean,automatic,4wd,full-size,truck,blue,43.223552000000005,-77.372473
norfolk ,VA,4990,2008,subaru,outback awd,excellent,4 cylinders,gas,156901,clean,automatic,4wd,full-size,hatchback,blue,36.843343,-76.027959
ventura county,CA,0,2018,ford,f-150,excellent,6 cylinders,gas,27584,clean,automatic,rwd,mid-size,truck,silver,34.26475,-119.2459
lynchburg,VA,2100,2002,ford,explorer xlt,good,6 cylinders,gas,221385,clean,automatic,rwd,full-size,SUV,brown,38.2995,-77.4772
poconos,NJ,4500,2007,honda,civic sedan,excellent,4 cylinders,gas,134285,clean,manual,fwd,compact,sedan,grey,40.908871999999995,-74.193614
colorado springs,CO,31995,2018,toyota,4runner sr5 4x4,good,6 cylinders,gas,38894,clean,automatic,4wd,mid-size,SUV,silver,31.5051,-97.2311
tri-cities,TN,3598,2010,chevrolet,cobalt,good,4 cylinders,gas,111810,clean,automatic,fwd,compact,coupe,silver,36.536726,-82.672055
ventura county,CA,20500,2014,lexus,is,excellent,6 cylinders,gas,77395,clean,automatic,rwd,compact,sedan,grey,34.21788,-118.48451999999999
buffalo,NY,5100,2004,gmc,yukon,good,8 cylinders,gas,96630,clean,automatic,4wd,mid-size,SUV,blue,43.034011,-78.822941
saginaw,MI,5495,2010,ford,fusion,excellent,4 cylinders,gas,128971,clean,automatic,fwd,mid-size,sedan,white,43.176140000000004,-83.930311
fargo ,MN,9995,2001,chevrolet,silverado z71,excellent,8 cylinders,gas,88459,clean,automatic,4wd,full-size,pickup,white,46.350813,-95.770969
colorado springs,CO,5888,2005,toyota,sienna,good,6 cylinders,gas,200609,clean,automatic,fwd,full-size,van,white,38.838696999999996,-104.780591
orlando,FL,5995,2009,nissan,murano,good,6 cylinders,gas,116398,clean,automatic,rwd,full-size,SUV,custom,28.558589,-81.36448399999999
salem,OR,0,2012,volkswagen,golf,excellent,4 cylinders,diesel,62585,clean,manual,fwd,compact,hatchback,grey,45.48928,-122.8223
medford,OR,0,2016,ram,3500 laramie dually diesel,like new,6 cylinders,diesel,116058,clean,automatic,4wd,full-size,truck,white,45.385979,-122.608301
omaha ,NE,26995,2014,dodge,durango,excellent,6 cylinders,gas,30977,clean,automatic,4wd,full-size,SUV,white,38.671618,-94.36650999999999
kalamazoo,MI,11990,2013,ford,explorer xlt,excellent,6 cylinders,gas,137000,clean,automatic,4wd,mid-size,SUV,silver,42.402782,-86.259692
green bay,WI,5300,2005,acura,rl sh-awd,excellent,6 cylinders,gas,138000,clean,automatic,4wd,mid-size,sedan,white,44.446397999999995,-88.037174
worcester ,MA,5000,2006,subaru,outback,excellent,4 cylinders,gas,129000,clean,automatic,4wd,mid-size,hatchback,silver,42.3007,-71.4255
stockton,CA,0,2018,toyota,sequoia,excellent,8 cylinders,gas,32256,clean,automatic,4wd,full-size,SUV,silver,38.02017,-121.28675
lima ,OH,18500,2010,chevrolet,camero ss,excellent,8 cylinders,gas,24500,clean,manual,rwd,compact,coupe,red,40.7399,-84.1459
houston,TX,1000,2014,honda,cr-v,excellent,4 cylinders,gas,115266,clean,automatic,fwd,full-size,SUV,black,29.7971,-95.4958
ithaca,NY,13000,2008,lexus,ls460,excellent,8 cylinders,gas,149000,clean,automatic,rwd,full-size,sedan,white,42.750489,-76.919636
prescott,AZ,248,2016,ford,escape,like new,4 cylinders,gas,112129,clean,automatic,fwd,compact,SUV,silver,34.586025,-112.318347
worcester ,MA,4500,2009,honda,fit,good,4 cylinders,gas,100715,clean,manual,fwd,compact,hatchback,red,42.2004,-71.6868
stockton,CA,0,2009,toyota,camry,excellent,4 cylinders,gas,119400,clean,automatic,fwd,full-size,sedan,white,37.702413,-121.07221100000001
columbus,OH,5000,2007,jeep,grand cherokee,excellent,6 cylinders,gas,153912,clean,automatic,4wd,mid-size,SUV,silver,40.0425,-82.9689
ann arbor,MI,6995,2009,dodge,journey,excellent,6 cylinders,gas,83259,clean,automatic,fwd,full-size,SUV,black,42.59142,-83.031
raleigh ,NC,12500,2013,hyundai,santa fe limited sport,excellent,6 cylinders,gas,109250,clean,automatic,fwd,full-size,SUV,black,35.8887,-78.6393
baltimore,MD,0,2006,ford,f-350sd,excellent,8 cylinders,diesel,91123,clean,automatic,4wd,full-size,truck,red,39.31228,-76.9633
richmond,VA,5999,2010,chrysler,300,excellent,6 cylinders,gas,106000,clean,automatic,fwd,full-size,sedan,black,37.5477,-77.3948
chicago,IL,9500,2012,toyota,camry se,excellent,4 cylinders,gas,109366,clean,automatic,fwd,full-size,sedan,black,41.9025,-87.7393
eugene,OR,9995,2011,honda,fit sport,excellent,4 cylinders,gas,29800,clean,automatic,fwd,compact,hatchback,silver,45.465527,-122.69734299999999
macon ,GA,11900,2009,mercedes-benz,clk350,excellent,6 cylinders,gas,61141,clean,automatic,rwd,mid-size,convertible,black,32.854577,-83.679133
el paso,TX,8995,2006,ford,f-150,excellent,6 cylinders,gas,227153,clean,automatic,rwd,full-size,pickup,blue,31.732128000000003,-106.36603999999998
jacksonville,FL,12900,2010,ford,expedition,excellent,8 cylinders,gas,104329,clean,automatic,rwd,full-size,SUV,black,30.224282000000002,-81.737588
san diego,CA,18999,2016,honda,civic sedan,excellent,4 cylinders,gas,29841,clean,automatic,fwd,compact,sedan,grey,32.788557,-117.09827800000001
el paso,TX,16995,2018,toyota,corolla,excellent,4 cylinders,gas,35472,clean,automatic,fwd,compact,sedan,grey,31.732128000000003,-106.36603999999998
pittsburgh,PA,10950,2011,bmw,3 series 328i xdrive,good,6 cylinders,gas,64150,clean,automatic,4wd,compact,coupe,black,40.3323,-80.081
austin,TX,900,2000,honda,odessey ex,good,5 cylinders,gas,164000,clean,automatic,fwd,full-size,mini-van,silver,30.5145,-97.66799999999999
hudson valley,NY,9900,2010,honda,cr-v,good,4 cylinders,gas,99955,clean,automatic,4wd,full-size,SUV,white,41.279773,-73.926529
tulsa,OK,4900,2013,ford,focus,good,4 cylinders,gas,131490,clean,automatic,fwd,compact,sedan,silver,36.192873999999996,-95.75898000000001
fort collins ,CO,13000,2014,ford,mustang,good,6 cylinders,gas,65000,clean,automatic,rwd,mid-size,convertible,white,40.478853,-105.173998
southern maryland,MD,5499,2007,dodge,dakota,excellent,6 cylinders,gas,98000,clean,automatic,rwd,mid-size,pickup,silver,38.519894,-76.943984
hartford,CT,19990,2016,ford,econoline,good,10 cylinders,gas,122974,clean,automatic,rwd,full-size,truck,yellow,40.468826,-74.281734
albany,NY,12990,2008,ford,econoline,good,8 cylinders,gas,146715,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
lima ,OH,29895,2012,chevrolet,silverado 3500hd,good,8 cylinders,diesel,157201,clean,automatic,4wd,full-size,truck,black,41.0939,-85.1621
watertown,NY,16990,2014,jeep,grand cherokee,excellent,6 cylinders,gas,68946,clean,automatic,4wd,mid-size,SUV,silver,43.153327000000004,-75.928917
st cloud,MN,13500,2008,jeep,wrangler x,good,6 cylinders,gas,151216,clean,automatic,4wd,mid-size,SUV,red,45.5851,-93.5961
oklahoma city,OK,12995,2011,ram,1500,excellent,8 cylinders,gas,151113,clean,automatic,rwd,full-size,truck,red,35.51092,-97.58724000000001
omaha ,NE,7500,2011,mazda,3 touring,excellent,4 cylinders,gas,101584,clean,manual,fwd,mid-size,sedan,silver,41.200486,-96.043425
baltimore,MD,7995,2008,honda,pilot,good,6 cylinders,gas,109899,clean,automatic,4wd,full-size,truck,purple,39.349785,-76.69326600000001
columbia,SC,3300,2006,honda,cr-v,good,4 cylinders,gas,240800,clean,automatic,4wd,full-size,SUV,brown,33.916553,-81.46491400000001
albany,NY,10600,2015,toyota,prius,excellent,4 cylinders,hybrid,97000,clean,automatic,fwd,compact,hatchback,silver,42.6359,-73.7219
grand rapids,MI,20500,2015,honda,pilot,excellent,6 cylinders,gas,80321,clean,automatic,4wd,full-size,SUV,grey,42.91082,-85.599111
charlotte,NC,9995,2013,honda,civic,excellent,4 cylinders,gas,89851,clean,manual,fwd,sub-compact,sedan,blue,35.143722,-80.720265
utica,NY,14990,2016,dodge,grand caravan,excellent,6 cylinders,gas,43913,clean,automatic,fwd,mid-size,mini-van,black,43.153452,-75.9272
baltimore,MD,11000,2012,ford,mustang,excellent,6 cylinders,gas,108598,clean,manual,rwd,compact,coupe,black,39.5642,-76.9807
Manchester,NH,18000,2011,subaru,wrx,excellent,4 cylinders,gas,104000,lien,manual,4wd,mid-size,sedan,silver,43.757,-71.6881
eau claire,WI,3900,2003,ford,f250 xlt super duty,good,8 cylinders,gas,208792,clean,automatic,4wd,full-size,truck,red,45.9516,-91.8581
little rock,AR,0,2013,cadillac,srx,excellent,6 cylinders,gas,105739,clean,automatic,4wd,mid-size,SUV,black,35.27657,-93.08756
waco,TX,17950,2016,ford,f150 super crew xlt,excellent,8 cylinders,gas,99129,clean,automatic,rwd,full-size,truck,grey,31.785165000000003,-97.58108100000001
lexington,KY,15982,2013,chevrolet,camaro,excellent,6 cylinders,gas,75461,clean,automatic,rwd,mid-size,convertible,red,37.911918,-84.559276
anchorage ,AK,3800,2002,chevrolet,trailblazer 4x4,good,6 cylinders,gas,156000,rebuilt,automatic,4wd,full-size,SUV,white,61.209929,-149.77998
pensacola,FL,9975,2002,toyota,tacoma,excellent,6 cylinders,gas,143500,clean,automatic,rwd,mid-size,truck,silver,30.3571,-87.1639
bakersfield,CA,14000,2016,ford,escape titanium,like new,4 cylinders,gas,56000,clean,automatic,fwd,mid-size,SUV,grey,35.3935,-119.1205
lubbock,TX,3500,2005,honda,cr-v,good,4 cylinders,gas,198100,clean,automatic,fwd,mid-size,SUV,brown,33.5159,-101.9344
anchorage ,AK,4100,2004,dodge,durango slt,good,4 cylinders,gas,149565,clean,automatic,4wd,mid-size,SUV,silver,61.3114,-149.5085
des moines,IA,10795,2013,dodge,grand caravan rt,excellent,6 cylinders,gas,107601,clean,automatic,fwd,mid-size,mini-van,red,41.600615000000005,-93.501522
worcester ,MA,21525,2010,ford,f-150,excellent,8 cylinders,gas,99743,clean,automatic,4wd,mid-size,truck,black,42.18631,-71.83726
stockton,CA,14950,2017,nissan,altima,excellent,4 cylinders,gas,42028,clean,automatic,fwd,full-size,sedan,black,38.2671,-122.0357
indianapolis,IN,8499,2005,cadillac,escalade,excellent,8 cylinders,gas,134740,clean,automatic,4wd,full-size,pickup,grey,39.6782,-86.1976
springfield,MO,3495,2008,nissan,altima 2.5 4dr sedan,good,4 cylinders,gas,131465,clean,automatic,fwd,full-size,sedan,black,37.131085999999996,-93.458354
North Windham,ME,24990,2006,gmc,c7c042,good,6 cylinders,diesel,33285,clean,automatic,rwd,full-size,truck,white,40.468826,-74.281734
lansing,MI,9995,2012,toyota,camry,excellent,4 cylinders,gas,101822,rebuilt,automatic,fwd,mid-size,sedan,silver,42.636848,-85.284591
kalispell,MT,22500,2013,ford,f150 4x4,like new,6 cylinders,gas,112800,clean,automatic,4wd,full-size,truck,red,47.7248,-116.789
tucson,AZ,10995,2007,ford,f-150,excellent,8 cylinders,gas,115000,clean,automatic,rwd,full-size,truck,white,32.25,-110.8869
south jersey,NJ,2500,2009,ford,focus ses coupe,good,4 cylinders,gas,154000,clean,automatic,fwd,compact,coupe,silver,39.106972999999996,-74.716531
cincinnati,OH,19950,2008,chevrolet,silverado daully crew,like new,8 cylinders,diesel,60690,clean,automatic,rwd,full-size,truck,white,41.101694,-81.456137
medford,OR,12999,2010,toyota,prius,excellent,4 cylinders,hybrid,95080,clean,automatic,fwd,mid-size,sedan,red,42.42807,-123.330875
northern michigan,MI,17999,2009,chevrolet,suburban,like new,8 cylinders,gas,114000,clean,automatic,4wd,full-size,SUV,white,42.868175,-85.862086
louisville,KY,8995,2011,buick,regal,excellent,4 cylinders,gas,68400,clean,automatic,fwd,full-size,sedan,black,38.189071999999996,-85.639801
syracuse,NY,26990,2017,ford,f150,excellent,6 cylinders,gas,30337,clean,automatic,4wd,full-size,truck,white,43.152951,-75.928574
flint,MI,8998,2014,gmc,savana 2500,good,8 cylinders,gas,175429,clean,automatic,rwd,full-size,van,white,43.001363,-83.80855600000001
bakersfield,CA,13995,2005,gmc,sierra 1500 4x4,excellent,8 cylinders,gas,115090,clean,automatic,4wd,full-size,truck,black,35.498787,-120.682576
nashville,TN,5500,2006,honda,accord ex-l,excellent,6 cylinders,gas,126000,clean,automatic,fwd,mid-size,sedan,silver,36.3417,-86.7212
asheville,NC,4490,2008,chevrolet,impala,excellent,6 cylinders,gas,105502,clean,automatic,fwd,mid-size,sedan,white,35.5376,-82.7001
Colchester,VT,12500,2012,toyota,sienna xle,excellent,6 cylinders,gas,110000,clean,automatic,4wd,full-size,mini-van,grey,44.5035,-73.0906
fayetteville,AR,7950,2013,ford,transit connect,good,4 cylinders,gas,148000,clean,automatic,fwd,full-size,van,white,36.162987,-94.143275
wichita,KS,19995,2015,ford,f-350 sd,good,8 cylinders,diesel,189716,clean,automatic,4wd,full-size,truck,white,37.678867,-97.070307
baton rouge,LA,2900,2005,chevrolet,equinox lt,good,4 cylinders,gas,168000,clean,automatic,4wd,mid-size,SUV,black,30.4558,-91.0596
indianapolis,IN,7900,2007,ford,f-150,good,8 cylinders,gas,142150,clean,automatic,4wd,full-size,truck,black,40.283443,-86.02091800000001
eastern CT,CT,9850,2001,toyota,4runner sport edition,excellent,6 cylinders,gas,180000,clean,automatic,4wd,full-size,SUV,black,41.3253,-72.2108
wichita,KS,4000,2006,pontiac,torrent,excellent,6 cylinders,gas,142000,clean,automatic,fwd,mid-size,SUV,grey,37.7007,-97.4383
winchester,VA,5500,2009,nissan,altima 2.5,excellent,4 cylinders,gas,126450,clean,automatic,fwd,mid-size,sedan,black,38.9268,-78.1796
new orleans,LA,6500,2009,lexus,is 350,good,6 cylinders,gas,139535,clean,automatic,rwd,full-size,sedan,grey,29.9168,-89.99600000000001
houston,TX,17500,2008,jeep,wrangler unlmtd. sahara 4x4,good,6 cylinders,gas,94450,clean,automatic,4wd,full-size,SUV,silver,29.723204,-95.378624
modesto,CA,25999,2016,chevrolet,silverado 1500,excellent,8 cylinders,gas,53433,clean,automatic,rwd,full-size,pickup,white,38.608933,-121.43018799999999
omaha ,NE,5995,2008,NaN,lr2,excellent,6 cylinders,gas,110390,clean,automatic,4wd,full-size,SUV,black,41.246369,-95.856528
utica,NY,4695,2011,hyundai,elantra ltd,excellent,4 cylinders,gas,146000,clean,automatic,fwd,mid-size,sedan,black,43.0871,-75.2315
worcester ,MA,21525,2010,ford,f-150,excellent,8 cylinders,gas,99743,clean,automatic,4wd,mid-size,truck,black,42.18631,-71.83726
tampa bay area,FL,3300,2007,dodge,nitro sxt,excellent,6 cylinders,gas,179039,clean,automatic,rwd,mid-size,SUV,grey,28.119788,-82.762392
North Windham,ME,16500,2008,jeep,wrangler 4 door,excellent,6 cylinders,gas,143052,clean,manual,4wd,full-size,other,yellow,44.232532,-70.27816800000001
poconos,NJ,5899,2007,toyota,camry,excellent,6 cylinders,gas,139010,clean,automatic,fwd,mid-size,sedan,black,40.908871999999995,-74.193614
little rock,AR,3900,2002,ford,f-250 sd,good,8 cylinders,gas,256868,clean,automatic,rwd,full-size,truck,white,35.250553000000004,-91.711354
North Providence,RI,6999,2012,toyota,prius c,like new,4 cylinders,hybrid,102000,clean,automatic,fwd,compact,hatchback,white,41.818492,-71.458174
toledo,OH,2500,2003,ford,e350 12-passenger van,fair,8 cylinders,gas,178000,clean,automatic,rwd,full-size,van,white,41.7683,-83.6856
greenville ,SC,7500,2007,ford,expedition eddie-bauer,excellent,8 cylinders,gas,202644,clean,automatic,rwd,full-size,SUV,white,34.997019,-81.876474
albany,NY,12990,2016,nissan,sentra s,excellent,4 cylinders,gas,26319,clean,automatic,fwd,mid-size,sedan,grey,42.691126000000004,-73.686762
lehigh valley,PA,7988,2011,chevrolet,equinox,good,4 cylinders,gas,131786,clean,automatic,4wd,full-size,SUV,black,40.583849,-75.631676
shreveport,LA,6995,2008,ram,1500 quad cab,excellent,8 cylinders,gas,185900,clean,automatic,rwd,full-size,pickup,blue,32.474000000000004,-93.8013
lansing,MI,12950,2010,ford,f-150,excellent,8 cylinders,gas,176649,clean,automatic,4wd,mid-size,truck,silver,42.64387,-84.0733
dayton ,OH,1700,2005,audi,a6,good,6 cylinders,gas,185000,clean,automatic,fwd,compact,sedan,silver,39.015,-84.7736
charleston,WV,19990,2013,ford,f-250 sd,good,8 cylinders,gas,118159,clean,automatic,4wd,full-size,truck,white,40.468826,-74.281734
space coast,FL,0,2017,nissan,titan,excellent,8 cylinders,gas,21310,clean,automatic,rwd,mid-size,truck,silver,28.55162,-81.42449
new york city,NY,0,2010,nissan,sentra,excellent,4 cylinders,gas,88436,clean,automatic,fwd,mid-size,sedan,grey,41.23174,-73.0494
wilmington,NC,8995,2013,subaru,outback,excellent,4 cylinders,gas,146516,clean,automatic,4wd,sub-compact,wagon,red,34.3879,-77.6628
philadelphia,PA,9999,2013,audi,a4 2.0t,good,4 cylinders,gas,50217,rebuilt,automatic,fwd,mid-size,sedan,red,40.1547,-74.9904
philadelphia,PA,1800,2003,bmw,325xi,fair,6 cylinders,gas,140000,clean,automatic,4wd,mid-size,sedan,black,39.9845,-75.2282
