city,state,price,year,make,model,condition,cylinders,fuel,odometer,title,transmission,drive,size,type,color,lat,long
lancaster,PA,26000,2013,cadillac,cts v sedan,excellent,8 cylinders,gas,103426,clean,automatic,rwd,full-size,sedan,black,39.967,-76.2752
Manchester,NH,500,2000,lincoln,continental,fair,8 cylinders,gas,148520,clean,automatic,fwd,full-size,sedan,silver,42.8656,-71.3772
sacramento,CA,7700,2011,honda,civic lx-s,excellent,4 cylinders,gas,145525,clean,automatic,fwd,compact,sedan,white,38.396194,-121.924149
North Windham,ME,2950,2001,toyota,tundra,good,8 cylinders,gas,85000,clean,manual,rwd,full-size,pickup,grey,42.245,-71.83800000000001
victoria,TX,0,2016,nissan,altima,excellent,4 cylinders,gas,86011,clean,automatic,fwd,mid-size,sedan,black,29.751877,-94.963358
kansas city,MO,3999,2010,chevrolet,cobalt lt w/1lt,like new,4 cylinders,gas,133502,clean,automatic,fwd,full-size,sedan,white,39.0983,-94.4111
sacramento,CA,12500,2017,fiat,500x pop,excellent,4 cylinders,gas,7100,clean,manual,fwd,compact,SUV,grey,38.6465,-120.9641
bellingham,WA,5995,2005,bmw,x3,good,6 cylinders,gas,139288,clean,automatic,4wd,full-size,SUV,blue,48.826687,-122.55646000000002
detroit metro,MI,24895,2018,chevrolet,express cargo,excellent,8 cylinders,gas,11580,clean,automatic,rwd,full-size,van,white,42.57675,-82.88812
nashville,TN,24986,2016,audi,s5,excellent,6 cylinders,gas,91849,clean,automatic,4wd,mid-size,coupe,silver,36.147948,-86.864994
st louis,MO,8400,2006,NaN,sport hse,excellent,8 cylinders,gas,128000,clean,automatic,4wd,full-size,SUV,black,38.702498,-90.338945
grand rapids,MI,3950,2002,cadillac,escalade,excellent,8 cylinders,gas,227000,clean,automatic,4wd,full-size,SUV,black,42.868176,-85.863137
fredericksburg,VA,0,2012,ford,expedition,excellent,8 cylinders,gas,105319,clean,automatic,4wd,full-size,SUV,grey,37.62368,-77.30744
rochester,NY,8750,2011,nissan,juke sv,excellent,4 cylinders,gas,84113,clean,automatic,4wd,mid-size,SUV,white,43.1201,-77.485486
columbia ,MO,16995,2018,kia,optima fe,like new,4 cylinders,gas,26597,clean,automatic,fwd,mid-size,sedan,grey,38.964841,-92.354293
tri-cities,TN,7950,2006,gmc,sierra 2500,good,8 cylinders,gas,180000,clean,automatic,rwd,full-size,truck,black,36.4715,-82.4834
omaha ,NE,9750,2006,chevrolet,silverado 1500,good,8 cylinders,gas,146832,clean,automatic,4wd,full-size,truck,white,40.9992,-95.9139
hickory ,NC,24950,2012,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,102955,clean,automatic,4wd,full-size,truck,white,36.030812,-80.166818
san antonio,TX,14990,2010,ram,1500 slt,excellent,8 cylinders,gas,155820,clean,automatic,4wd,full-size,pickup,black,29.485474,-98.49929499999999
south coast,MA,5995,2006,nissan,altima,excellent,4 cylinders,gas,81152,clean,automatic,fwd,compact,sedan,silver,42.038458,-70.957356
springfield,MO,29995,2016,ford,f-150,excellent,8 cylinders,gas,55252,clean,automatic,4wd,full-size,truck,red,38.671618,-94.36650999999999
modesto,CA,13921,2011,jeep,grand cherokee,excellent,8 cylinders,gas,105215,clean,automatic,4wd,mid-size,SUV,grey,37.93882,-121.69586000000001
orlando,FL,1,2016,volkswagen,gti,excellent,4 cylinders,gas,51587,clean,other,4wd,compact,hatchback,white,28.466088,-81.396429
flint,MI,7950,2010,jeep,compass,excellent,4 cylinders,gas,80056,clean,automatic,4wd,full-size,SUV,green,42.944251,-83.730441
albany,NY,18900,2016,ford,escape,excellent,4 cylinders,gas,26233,clean,automatic,4wd,mid-size,SUV,black,42.4759,-73.3773
st augustine,FL,5900,2006,toyota,highlander,excellent,6 cylinders,gas,150000,clean,automatic,fwd,mid-size,SUV,silver,29.7964,-81.2649
lawton,OK,4900,2005,jeep,liberty,good,6 cylinders,gas,111645,clean,automatic,rwd,sub-compact,SUV,brown,34.59428,-98.398392
sioux falls ,SD,1500,2001,chevrolet,prizm,good,4 cylinders,gas,105000,clean,automatic,fwd,mid-size,sedan,silver,44.3056,-96.7914
erie,PA,1000,2002,gmc,envoy sle,fair,6 cylinders,gas,121078,clean,automatic,4wd,full-size,SUV,silver,42.0763,-80.0668
wilmington,NC,0,2016,toyota,tacoma,like new,6 cylinders,gas,64547,clean,automatic,4wd,mid-size,truck,white,34.5426,-77.4038
albany,NY,23495,2014,chevrolet,tahoe,excellent,4 cylinders,gas,117500,clean,automatic,4wd,full-size,SUV,white,42.147636999999996,-75.90009
cleveland,OH,18444,2018,honda,civic,excellent,4 cylinders,gas,25411,clean,automatic,fwd,full-size,hatchback,red,41.24643,-81.35853
ventura county,CA,14995,2009,ford,e-150 van,like new,8 cylinders,gas,30140,clean,automatic,rwd,full-size,van,white,34.260391,-119.24240800000001
tyler ,TX,7795,2011,volkswagen,routan se,excellent,6 cylinders,gas,81700,clean,automatic,fwd,mid-size,mini-van,black,32.240944,-95.403042
minneapolis ,MN,5700,2013,ford,c-max se,good,4 cylinders,gas,91000,salvage,automatic,fwd,compact,hatchback,grey,45.11845,-93.180521
harrisburg,PA,2450,2001,ford,f150 supercrew cab,fair,8 cylinders,gas,171971,clean,automatic,4wd,full-size,pickup,red,40.198772999999996,-77.151708
indianapolis,IN,17500,2016,chevrolet,traverse,good,6 cylinders,gas,44614,clean,automatic,fwd,full-size,SUV,blue,40.043965,-86.06136500000001
utica,NY,23990,2014,ford,f250,excellent,8 cylinders,gas,72915,clean,automatic,4wd,full-size,truck,red,43.153201,-75.928917
ventura county,CA,0,2018,ford,ecosport,excellent,4 cylinders,gas,3688,clean,automatic,4wd,compact,wagon,white,34.26475,-119.2459
lansing,MI,14999,2011,ford,edge,like new,6 cylinders,gas,62000,clean,automatic,4wd,full-size,SUV,silver,42.868175,-85.862086
lancaster,PA,2000,2000,ford,excursion limited,fair,10 cylinders,gas,180000,clean,automatic,4wd,full-size,SUV,blue,40.1756,-76.1821
modesto,CA,7650,2007,honda,ridgeline rtl 4wd,excellent,6 cylinders,gas,158223,clean,automatic,4wd,compact,pickup,green,38.610647,-121.40143300000001
roanoke,VA,14495,2014,jeep,cherokee trailhawk 4wd,excellent,6 cylinders,gas,139985,clean,automatic,4wd,mid-size,SUV,silver,36.494803000000005,-80.599079
North Windham,ME,12500,2006,gmc,sierra 1500 slt,excellent,8 cylinders,gas,90600,clean,automatic,4wd,full-size,pickup,black,43.5835,-70.3457
sarasota,FL,5400,2003,ford,excursion limited,good,10 cylinders,gas,179159,clean,manual,rwd,full-size,SUV,black,27.353425,-82.530424
santa maria,CA,4800,2004,infiniti,g35,like new,6 cylinders,gas,219500,clean,automatic,rwd,mid-size,sedan,silver,34.8286,-120.4268
bemidji,MN,4495,2006,chrysler,300,good,6 cylinders,gas,165201,clean,automatic,rwd,full-size,sedan,white,47.493457,-94.90326400000001
flint,MI,5250,2008,buick,lucerne,excellent,6 cylinders,gas,133549,clean,automatic,fwd,full-size,sedan,silver,42.94542,-83.67716999999999
las vegas,NV,9872,2014,jeep,patriot,good,4 cylinders,gas,61306,clean,automatic,fwd,full-size,SUV,custom,36.15051,-115.1639
sacramento,CA,10995,2012,buick,enclave leather,excellent,6 cylinders,gas,123690,clean,automatic,fwd,full-size,SUV,custom,38.5892,-121.4057
oregon coast,OR,6898,2005,toyota,highlander,excellent,6 cylinders,gas,225000,clean,automatic,4wd,full-size,SUV,blue,42.355897,-122.865844
lubbock,TX,5950,2004,chevrolet,trailblazer ls,good,6 cylinders,gas,127164,clean,automatic,rwd,full-size,SUV,silver,33.56328,-101.84784
flint,MI,5250,2010,ford,escape,excellent,4 cylinders,gas,123815,clean,automatic,fwd,compact,SUV,silver,42.94542,-83.67716999999999
ann arbor,MI,14500,2010,ford,f150 lariat 4wd,good,8 cylinders,gas,101645,clean,automatic,fwd,full-size,pickup,custom,42.366634999999995,-83.992375
green bay,WI,500,2001,pontiac,sunfire,fair,4 cylinders,gas,152815,clean,automatic,rwd,full-size,coupe,white,44.08213,-87.672719
roanoke,VA,1900,2002,volkswagen,new beetle gls,excellent,4 cylinders,gas,86018,clean,automatic,fwd,sub-compact,hatchback,blue,38.2995,-77.4772
greenville ,SC,12200,2013,honda,accord,excellent,4 cylinders,gas,47000,clean,automatic,fwd,full-size,sedan,silver,35.0528,-82.054
kalispell,MT,17950,2012,ram,1500,excellent,8 cylinders,gas,74000,clean,automatic,4wd,full-size,pickup,white,48.347365,-114.240475
san luis obispo,CA,29805,2018,ford,transit,good,6 cylinders,gas,29107,clean,automatic,fwd,full-size,van,white,35.3773,-120.8536
boston,MA,12995,2013,honda,crv ex,like new,4 cylinders,gas,107582,clean,automatic,4wd,mid-size,SUV,black,42.4256,-71.04195
st cloud,MN,10991,2016,kia,soul base,excellent,4 cylinders,gas,64303,clean,manual,fwd,mid-size,hatchback,black,45.553622,-94.217548
twin falls,ID,10588,2009,toyota,camry,good,4 cylinders,gas,38002,clean,automatic,rwd,compact,sedan,silver,43.630744,-116.251228
Manchester,NH,4995,2011,ford,escape,excellent,6 cylinders,gas,145235,clean,automatic,4wd,full-size,SUV,grey,42.987903,-71.408467
st cloud,MN,9995,2006,gmc,sierra 1500,good,8 cylinders,gas,171169,clean,automatic,4wd,full-size,truck,grey,45.683596,-92.964836
buffalo,NY,24900,2016,buick,envision premium ii,excellent,4 cylinders,gas,37000,clean,automatic,4wd,mid-size,SUV,silver,43.131407,-78.698587
glens falls,NY,10790,2014,nissan,pathfinder,good,6 cylinders,gas,128567,clean,automatic,4wd,full-size,SUV,red,43.056321000000004,-73.64144300000001
rochester,NY,4450,2009,lincoln,mkz awd,excellent,6 cylinders,gas,133000,clean,automatic,4wd,mid-size,sedan,black,43.2203,-77.5994
syracuse,NY,16995,2008,cadillac,escalade ext,excellent,8 cylinders,gas,113000,clean,automatic,4wd,full-size,truck,white,42.085390999999994,-76.056076
la crosse,WI,7500,2006,ford,f-250,good,8 cylinders,gas,104000,clean,automatic,4wd,full-size,offroad,silver,43.7989,-91.2175
Colchester,VT,13990,2015,chevrolet,trax,good,4 cylinders,gas,18250,rebuilt,automatic,4wd,full-size,SUV,grey,44.664737,-73.111428
flint,MI,7450,2013,ford,edge,good,6 cylinders,gas,171478,clean,automatic,4wd,full-size,SUV,black,43.0128,-83.6914
la crosse,WI,7400,2012,honda,civic natural gas,excellent,4 cylinders,other,62600,clean,automatic,fwd,compact,sedan,blue,43.8974,-91.2314
reno ,NV,12000,2008,lexus,gs 350,excellent,6 cylinders,gas,110000,clean,automatic,rwd,full-size,sedan,white,39.0218,-119.7314
atlanta,GA,6500,2005,honda,odyssey touring,excellent,6 cylinders,gas,149700,clean,automatic,fwd,full-size,mini-van,blue,34.2321,-84.15799999999999
Manchester,NH,13995,2008,toyota,tundra,excellent,8 cylinders,gas,142000,clean,automatic,4wd,full-size,truck,green,42.838576,-71.10688
central NJ,NJ,5995,2005,subaru,outback,good,6 cylinders,gas,130521,clean,automatic,4wd,full-size,wagon,black,40.501009,-74.409981
stockton,CA,24499,2013,chevrolet,tahoe,excellent,8 cylinders,gas,87237,clean,automatic,4wd,full-size,SUV,black,37.609783,-120.995406
northwest OK,OK,0,2010,ram,1500,excellent,8 cylinders,gas,203239,clean,automatic,rwd,full-size,pickup,grey,35.465871,-97.56506999999999
Manchester,NH,5495,2014,dodge,charger,good,8 cylinders,gas,192000,clean,automatic,rwd,full-size,sedan,blue,42.5959,-72.2267
st cloud,MN,23995,2017,ford,f-150,excellent,6 cylinders,gas,131689,clean,automatic,4wd,full-size,pickup,black,45.833119,-95.38793100000001
eau claire,WI,3750,2007,honda,accord,excellent,4 cylinders,gas,176811,clean,automatic,fwd,mid-size,sedan,blue,44.8346,-91.5159
eugene,OR,9980,2013,ford,fusion,excellent,4 cylinders,gas,104645,clean,automatic,fwd,mid-size,sedan,blue,44.083376,-123.155055
northwest OK,OK,0,2008,ford,f-150,excellent,8 cylinders,gas,216526,clean,automatic,4wd,full-size,pickup,silver,35.465871,-97.56506999999999
south florida,FL,0,2012,lexus,ct,excellent,4 cylinders,hybrid,25978,clean,automatic,fwd,compact,hatchback,grey,25.66926,-80.32141999999999
anchorage ,AK,9988,2006,bmw,x5,good,8 cylinders,gas,95117,clean,automatic,4wd,mid-size,SUV,black,61.166353,-149.847206
raleigh ,NC,8970,2005,ford,f150 supercrew fx4,excellent,8 cylinders,gas,210994,clean,automatic,4wd,full-size,truck,blue,36.023714,-78.478711
south bend ,IN,8995,2010,chrysler,town country,good,6 cylinders,gas,121814,clean,automatic,fwd,full-size,van,blue,41.701766,-86.00061600000001
bakersfield,CA,19500,2003,chevrolet,monte carlo ss,like new,6 cylinders,gas,3353,clean,automatic,fwd,mid-size,coupe,blue,35.1322,-118.449
valdosta,GA,6250,2003,ford,ranger supercab edge,excellent,6 cylinders,gas,121500,clean,automatic,rwd,compact,pickup,red,30.9913,-83.3727
southern maryland,MD,3995,2002,dodge,dakota,good,8 cylinders,gas,170000,clean,automatic,fwd,full-size,pickup,brown,38.487592,-76.50638599999999
omaha ,NE,11995,2009,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,151196,clean,automatic,4wd,full-size,truck,red,41.200437,-96.04335999999999
indianapolis,IN,19875,2011,chevrolet,silverado,excellent,8 cylinders,gas,58844,clean,automatic,4wd,full-size,truck,white,39.78347,-85.806306
lehigh valley,PA,9999,2008,bmw,328 xi coope,good,6 cylinders,gas,135000,clean,automatic,4wd,mid-size,coupe,white,40.623015,-75.42554100000001
eastern NC,NC,1000,2005,hyundai,santa fe,good,6 cylinders,gas,205000,clean,automatic,fwd,mid-size,SUV,black,35.6192,-77.3975
northern panhandle,OH,0,2010,ford,f-150,excellent,8 cylinders,gas,104500,clean,automatic,4wd,full-size,truck,white,40.071727,-80.85939599999999
anchorage ,AK,9995,2008,hyundai,santa fe,excellent,6 cylinders,gas,113640,clean,automatic,4wd,full-size,SUV,silver,61.166252,-149.857916
gainesville,FL,1,2014,audi,r8,excellent,8 cylinders,gas,33598,clean,automatic,4wd,mid-size,coupe,blue,28.466088,-81.396429
wausau,WI,5995,2005,toyota,highlander limited,excellent,6 cylinders,gas,182729,clean,automatic,4wd,full-size,SUV,green,44.0656,-89.2666
portland,OR,4995,2007,nissan,versa,excellent,4 cylinders,gas,145028,clean,automatic,fwd,sub-compact,sedan,blue,45.478152,-122.57903400000001
utica,NY,15990,2012,ram,1500,excellent,8 cylinders,gas,104597,clean,automatic,4wd,full-size,truck,black,43.152951,-75.928574
lexington,KY,5490,2001,gmc,sarari slt rwd,excellent,6 cylinders,gas,137467,clean,automatic,rwd,full-size,van,red,38.097821,-85.364857
eau claire,WI,6800,2000,ford,f350 lariat,good,8 cylinders,gas,216000,lien,automatic,4wd,full-size,truck,black,44.784,-91.4877
albuquerque,NM,7995,2006,ford,econoline,good,8 cylinders,gas,114233,clean,automatic,rwd,full-size,van,white,33.625707,-112.01369
louisville,KY,3200,2004,ford,escape,good,6 cylinders,gas,165994,clean,automatic,fwd,mid-size,SUV,grey,38.207688,-85.788398
pittsburgh,PA,14995,2010,nissan,armada platinum,like new,8 cylinders,gas,89964,clean,automatic,4wd,full-size,SUV,black,40.997147,-80.342865
hickory ,NC,7500,2011,honda,odyssey ex-l,fair,6 cylinders,gas,110300,salvage,automatic,fwd,full-size,van,white,35.7576,-81.3289
winston-salem,NC,17900,2011,ford,f-250 sd,excellent,8 cylinders,gas,102455,clean,automatic,4wd,full-size,truck,blue,36.030812,-80.166818
yuba-sutter,CA,8999,2012,toyota,prius v,excellent,4 cylinders,hybrid,142256,clean,automatic,fwd,mid-size,wagon,black,38.608933,-121.43018799999999
buffalo,NY,9499,2013,jeep,compass 4x4 latitude,excellent,4 cylinders,gas,98693,clean,automatic,4wd,compact,SUV,black,42.989707,-78.873317
joplin,MO,4495,2005,ford,explorer,good,6 cylinders,gas,180000,clean,automatic,4wd,full-size,SUV,brown,36.994607,-94.071849
lexington,KY,6950,2001,ram,1500,excellent,8 cylinders,gas,227878,clean,automatic,4wd,full-size,pickup,red,37.014109000000005,-84.626082
Honolulu,HI,5999,2012,nissan,versa s,excellent,4 cylinders,gas,86922,clean,automatic,fwd,compact,hatchback,blue,20.883389,-156.452157
Colchester,VT,20890,2016,infiniti,qx60,good,6 cylinders,gas,74000,clean,automatic,4wd,full-size,SUV,grey,44.5543,-72.6026
Manchester,NH,11995,2004,gmc,sierra 2500hd,excellent,8 cylinders,gas,162168,clean,automatic,4wd,full-size,truck,custom,42.838576,-71.10688
fort wayne,IN,11900,2012,buick,enclave,excellent,6 cylinders,gas,110780,clean,automatic,fwd,mid-size,SUV,brown,41.206491,-85.308774
milwaukee,WI,16490,2011,chevrolet,silverado 2500hd,good,8 cylinders,gas,102532,clean,automatic,4wd,full-size,truck,white,40.468826,-74.281734
oklahoma city,OK,30900,2019,gmc,acadia slt,excellent,6 cylinders,gas,21385,clean,automatic,fwd,full-size,SUV,white,34.240731,-96.688056
chicago,IL,6827,2011,chevrolet,equinox,good,4 cylinders,gas,131449,clean,automatic,fwd,full-size,SUV,red,41.666233,-87.72485
philadelphia,PA,1500,2001,bmw,325 xi awd wagon,fair,6 cylinders,gas,188189,clean,automatic,4wd,full-size,wagon,black,39.9375,-75.2637
lake of the ozarks,MO,26995,2016,ford,f-150,excellent,6 cylinders,gas,92341,clean,automatic,4wd,full-size,truck,grey,38.671618,-94.36650999999999
cincinnati,OH,14995,2011,chevrolet,silverado 1500,good,8 cylinders,gas,144251,clean,automatic,4wd,full-size,truck,white,39.097895,-83.348057
stockton,CA,9450,2008,nissan,altima,excellent,4 cylinders,gas,64666,clean,automatic,fwd,full-size,sedan,black,37.9625,-121.2624
omaha ,NE,4990,2004,chevrolet,trailblazer,excellent,6 cylinders,gas,197000,clean,automatic,4wd,mid-size,SUV,blue,41.0765,-96.1438
northwest OK,OK,20926,2018,gmc,sierra 1500,excellent,8 cylinders,gas,11879,clean,automatic,rwd,mid-size,truck,white,35.7502,-97.93
ann arbor,MI,14900,2013,jeep,grand cherokee overland 4x4,excellent,6 cylinders,gas,123641,clean,automatic,4wd,full-size,SUV,blue,42.5371,-83.7756
kalispell,MT,19995,2008,ram,3500 4x4 diesel,good,6 cylinders,diesel,232000,clean,manual,4wd,full-size,pickup,silver,47.704501,-116.87598500000001
valdosta,GA,29900,2015,ford,transit,like new,6 cylinders,gas,67249,clean,automatic,rwd,full-size,van,black,25.9441,-80.2144
holland,MI,7900,2008,buick,enclave,good,6 cylinders,gas,157138,clean,automatic,fwd,full-size,SUV,white,42.912954,-85.680286
minneapolis ,MN,1250,2000,ford,taurus station wagon,excellent,6 cylinders,gas,107125,clean,automatic,fwd,full-size,wagon,brown,44.948353000000004,-93.212723
new river valley,VA,5995,2013,ford,fusion se,like new,4 cylinders,gas,145266,clean,automatic,fwd,full-size,sedan,silver,37.123428999999994,-80.402017
salem,OR,3995,2006,jeep,grand cherokee,excellent,6 cylinders,gas,176471,rebuilt,automatic,4wd,mid-size,SUV,white,44.980191999999995,-122.971579
charlotte,NC,6950,2004,ram,2500 slt,good,8 cylinders,gas,216566,clean,automatic,4wd,full-size,pickup,silver,35.881858,-80.321273
dallas ,TX,21996,2015,bmw,428i coupe,excellent,4 cylinders,gas,32359,clean,automatic,rwd,compact,coupe,silver,32.8132,-96.8142
fayetteville,AR,28900,2016,gmc,sierra 1500,good,8 cylinders,gas,44000,clean,automatic,4wd,full-size,truck,white,36.162987,-94.143275
tallahassee,FL,4497,2001,ford,ranger xlt,good,6 cylinders,gas,123205,clean,automatic,rwd,mid-size,truck,blue,30.48793,-84.146175
gainesville,FL,1,2014,dodge,challenger,excellent,10 cylinders,gas,38002,clean,other,4wd,mid-size,coupe,custom,28.466088,-81.396429
upper peninsula,MI,8995,2012,chevrolet,equinox ltz,excellent,4 cylinders,gas,143000,clean,automatic,fwd,mid-size,SUV,white,45.836476,-87.04021800000001
new haven,CT,5495,2004,jeep,grand cherokee laredo,good,6 cylinders,gas,139999,clean,automatic,4wd,full-size,SUV,blue,41.294342,-72.899209
anchorage ,AK,3800,2009,nissan,versa sl hatchback,excellent,4 cylinders,gas,132000,clean,automatic,fwd,mid-size,hatchback,blue,61.1535,-149.8289
redding,CA,5904,2004,chevrolet,silverado 1500,excellent,8 cylinders,gas,186952,clean,automatic,rwd,full-size,truck,white,40.4574,-122.3282
fort collins ,CO,10999,2008,dodge,mega cab1500,excellent,8 cylinders,gas,210328,clean,automatic,4wd,full-size,truck,grey,41.1084,-104.8107
